MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,TotalPorchSF,FinishedBsmtSF,FinishedBsmtRatio,Basement_to_TotalArea,Garage_to_LivingArea,YearsSinceRemodel,GarageAge,HasSecondFloor,HasBasement,HasGarage,HasFireplace,HasPool,HasPorch,IsRemodeled,Quality_x_Area,Quality_x_Condition,Baths_x_Bedrooms,GarageCars_x_Area,OverallQual_Squared
60,RL,69.0,11050,Reg,Lvl,Inside,Gtl,CollgCr,PosN,1Fam,2Story,9,5,2000,2000,Hip,VinylSd,VinylSd,204.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,904,Unf,536,1440,Ex,Y,SBrkr,1476,677,2153,1,2,1,3,1,Ex,8,Typ,2,Ex,Attchd,2000.0,Fin,3,736,TA,TA,Y,253,142,0,0,0,5,WD,Normal,313000,3593,3.5,142,904,0.6277777777777778,0.40077929306985804,0.341848583372039,9,9,1,1,1,1,0,1,0,19377,45,10.5,6459,81
80,RL,69.0,10395,IR1,Lvl,FR2,Gtl,NWAmes,Norm,1Fam,SLvl,6,6,1978,1978,Gable,HdBoard,HdBoard,233.0,TA,TA,CBlock,Gd,TA,Av,ALQ,605,Unf,427,1032,TA,Y,SBrkr,1032,0,1032,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Unf,2,564,TA,TA,Y,0,0,0,0,0,7,WD,Normal,148000,2064,2.5,0,605,0.5862403100775194,0.5,0.5465116279069767,29,29,0,1,1,1,0,0,0,6192,36,7.5,2064,36
60,RL,69.0,11885,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2001,2001,Gable,VinylSd,VinylSd,108.0,Gd,TA,PConc,Gd,TA,Av,GLQ,990,Unf,309,1299,Ex,Y,SBrkr,1299,573,1872,1,2,1,3,1,Ex,7,Typ,1,TA,BuiltIn,2001.0,RFn,2,531,TA,TA,Y,160,122,0,0,0,11,WD,Normal,261500,3171,3.5,122,990,0.7621247113163973,0.4096499526963103,0.28365384615384615,8,8,1,1,1,1,0,1,0,14976,40,10.5,3744,64
20,RL,70.0,8402,Reg,Lvl,Inside,Gtl,Mitchel,Feedr,1Fam,1Story,5,5,2007,2007,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,ALQ,206,Unf,914,1120,Ex,Y,SBrkr,1120,0,1120,0,1,0,3,1,TA,6,Typ,0,,,1980.0,,0,0,,,Y,0,30,0,0,0,12,New,Partial,147000,2240,1.0,30,206,0.18392857142857144,0.5,0.0,0,27,0,1,0,0,0,1,0,5600,25,3.0,0,25
180,RM,21.0,1491,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,CemntBd,CmentBd,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,150,GLQ,0,630,Ex,Y,SBrkr,630,0,630,1,1,0,1,1,TA,3,Typ,0,,,1980.0,,0,0,,,Y,96,24,0,0,0,5,WD,Normal,75500,1260,2.0,24,630,1.0,0.5,0.0,38,30,0,1,0,0,0,1,0,2520,24,2.0,0,16
85,RL,80.0,8800,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,SFoyer,6,7,1963,1963,Gable,MetalSd,MetalSd,156.0,TA,Gd,PConc,TA,TA,Gd,GLQ,763,Unf,173,936,Ex,Y,SBrkr,1054,0,1054,1,1,0,3,1,Gd,6,Typ,0,,Attchd,1963.0,RFn,2,480,TA,TA,Y,120,0,0,0,0,5,WD,Abnorml,137500,1990,2.0,0,763,0.8151709401709402,0.47035175879396984,0.45540796963946867,47,47,0,1,1,0,0,0,0,6324,42,6.0,2108,36
60,RL,69.0,7861,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2002,2003,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,457,Unf,326,783,Ex,Y,SBrkr,807,702,1509,1,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2,393,TA,TA,Y,100,75,0,0,0,6,WD,Normal,183200,2292,3.5,75,457,0.5836526181353767,0.3416230366492147,0.26043737574552683,3,4,1,1,1,1,0,1,1,9054,30,10.5,3018,36
45,RL,59.0,7227,Reg,HLS,Corner,Mod,NAmes,Artery,1Fam,1.5Unf,6,6,1954,1954,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,832,832,Gd,Y,SBrkr,832,0,832,0,1,0,2,1,Gd,4,Typ,0,,Detchd,1962.0,Unf,2,528,TA,TA,Y,0,0,0,0,0,6,WD,Normal,105500,1664,1.0,0,0,0.0,0.5,0.6346153846153846,54,46,0,1,1,0,0,0,0,4992,36,2.0,1664,36
20,RL,90.0,11694,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2007,2007,Hip,CemntBd,CmentBd,452.0,Ex,TA,PConc,Ex,TA,Av,GLQ,48,Unf,1774,1822,Ex,Y,SBrkr,1828,0,1828,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2007.0,Unf,3,774,TA,TA,Y,0,108,0,0,260,7,New,Partial,314813,3650,2.0,368,48,0.026344676180021953,0.49917808219178084,0.4234135667396061,0,0,0,1,1,1,0,1,0,16452,45,6.0,5484,81
60,RL,85.0,12244,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,2Story,8,5,2003,2003,Hip,VinylSd,VinylSd,226.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,871,Unf,611,1482,Ex,Y,SBrkr,1482,780,2262,1,2,1,4,1,Gd,10,Typ,2,Gd,Attchd,2003.0,Fin,3,749,TA,TA,Y,168,0,0,0,0,8,WD,Normal,305000,3744,3.5,0,871,0.5877192982456141,0.3958333333333333,0.3311229000884173,5,5,1,1,1,1,0,0,0,18096,40,14.0,6786,64
30,RL,45.0,8248,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,3,3,1914,1950,Gable,Stucco,Stucco,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,41,Unf,823,864,TA,N,FuseF,864,0,864,1,1,0,2,1,TA,5,Typ,0,,,1980.0,,0,0,,,N,0,0,100,0,0,9,WD,Normal,67000,1728,2.0,100,41,0.047453703703703706,0.5,0.0,58,28,0,1,0,0,0,1,1,2592,9,4.0,0,9
60,RL,90.0,10800,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,6,7,1974,1997,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,956,Rec,384,1522,TA,Y,SBrkr,1548,1066,2614,0,2,1,4,1,TA,9,Typ,1,TA,Attchd,1974.0,RFn,2,624,TA,TA,Y,38,243,0,0,0,6,WD,Normal,240000,4136,2.5,243,1138,0.7477003942181341,0.3679883945841393,0.23871461361897475,11,34,1,1,1,1,0,1,1,15684,42,10.0,5228,36
20,RL,71.0,7064,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1977,1977,Gable,Plywood,Plywood,153.0,TA,TA,CBlock,TA,TA,No,BLQ,560,Unf,420,980,TA,Y,SBrkr,980,0,980,0,1,0,3,1,TA,6,Typ,0,,Detchd,1986.0,Unf,2,484,TA,TA,Y,192,0,0,0,0,7,WD,Normal,135000,1960,1.0,0,560,0.5714285714285714,0.5,0.49387755102040815,32,23,0,1,1,0,0,0,0,4900,30,3.0,1960,25
160,FV,69.0,2117,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,420,Unf,336,756,Ex,Y,SBrkr,756,756,1512,0,2,1,2,1,Gd,4,Typ,1,TA,Detchd,2000.0,Unf,2,440,TA,TA,Y,0,32,0,0,0,6,WD,Normal,168500,2268,2.5,32,420,0.5555555555555556,0.3333333333333333,0.291005291005291,7,7,1,1,1,1,0,1,0,9072,30,5.0,3024,36
60,RL,80.0,10400,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,6,5,1972,1972,Gable,VinylSd,VinylSd,288.0,TA,TA,CBlock,TA,TA,No,Rec,247,Unf,485,732,Gd,Y,SBrkr,1012,778,1790,1,1,2,4,1,TA,8,Min2,1,TA,Attchd,1972.0,RFn,2,484,TA,TA,Y,148,0,0,0,147,11,WD,Normal,165150,2522,3.0,147,247,0.337431693989071,0.29024583663758924,0.27039106145251396,34,34,1,1,1,1,0,1,0,10740,30,12.0,3580,36
20,RL,87.0,10000,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,6,1962,1962,Hip,Wd Sdng,Wd Sdng,261.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1116,1116,TA,Y,SBrkr,1116,0,1116,0,1,1,3,1,TA,5,Typ,0,,Attchd,1962.0,Unf,2,440,TA,TA,Y,0,0,0,0,385,2,WD,Normal,160000,2232,1.5,385,0,0.0,0.5,0.3942652329749104,48,48,0,1,1,0,0,1,0,6696,36,4.5,2232,36
20,RL,69.0,12342,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1960,1978,Hip,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,978,978,TA,Y,SBrkr,1422,0,1422,0,1,0,3,1,TA,6,Min1,1,TA,Attchd,1960.0,RFn,1,286,TA,TA,Y,0,0,36,0,0,8,WD,Normal,139900,2400,1.0,36,0,0.0,0.4075,0.2011251758087201,29,47,0,1,1,1,0,1,1,7110,25,3.0,1422,25
80,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,6,1955,1972,Gable,AsbShng,AsbShng,164.0,TA,TA,CBlock,TA,TA,Av,BLQ,674,LwQ,350,1156,Ex,Y,SBrkr,1520,0,1520,1,1,0,3,1,TA,7,Typ,2,Gd,Basment,1955.0,RFn,1,364,TA,TA,Y,0,0,189,0,0,3,WD,Normal,153000,2676,2.0,189,806,0.6972318339100346,0.4319880418535127,0.2394736842105263,38,55,0,1,1,1,0,1,1,9120,36,6.0,1520,36
60,RL,70.0,11606,IR1,HLS,Inside,Sev,NAmes,Norm,1Fam,2Story,5,5,1969,1969,Gable,Plywood,Plywood,192.0,TA,TA,PConc,Gd,TA,Av,Rec,650,Unf,390,1040,TA,Y,SBrkr,1040,1040,2080,0,1,2,5,1,Fa,9,Typ,2,TA,Attchd,1969.0,Unf,2,504,TA,TA,Y,335,0,0,0,0,9,WD,Family,135000,3120,2.5,0,650,0.625,0.3333333333333333,0.2423076923076923,38,38,1,1,1,1,0,0,0,10400,25,12.5,4160,25
80,RL,82.0,9020,Reg,Lvl,Corner,Gtl,NAmes,Feedr,1Fam,SLvl,6,5,1964,1964,Gable,Plywood,Wd Sdng,259.0,TA,TA,CBlock,TA,TA,Gd,GLQ,624,Rec,288,1248,TA,Y,SBrkr,1350,0,1350,1,1,1,3,1,TA,6,Typ,0,,Attchd,1964.0,RFn,2,520,TA,TA,Y,176,0,0,0,0,6,WD,Normal,168500,2598,2.5,0,960,0.7692307692307693,0.48036951501154734,0.3851851851851852,44,44,0,1,1,0,0,0,0,8100,30,7.5,2700,36
70,RM,50.0,9000,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,2Story,5,6,1880,1991,Gable,VinylSd,VinylSd,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,636,636,TA,Y,FuseA,1089,661,1750,0,1,0,3,1,Ex,8,Typ,0,,Detchd,1937.0,Unf,1,240,Fa,Po,N,0,0,293,0,0,6,WD,Abnorml,124000,2386,1.0,293,0,0.0,0.26655490360435874,0.13714285714285715,15,69,1,1,1,0,0,1,1,8750,30,3.0,1750,25
120,RL,34.0,4590,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,1530,1554,Ex,Y,SBrkr,1554,0,1554,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,627,TA,TA,Y,156,73,0,0,0,8,WD,Normal,209500,3108,2.0,73,24,0.015444015444015444,0.5,0.4034749034749035,1,1,0,1,1,1,0,1,0,12432,40,4.0,3108,64
20,RL,85.0,11900,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,5,1977,1977,Hip,Plywood,Plywood,209.0,TA,Gd,CBlock,TA,TA,No,ALQ,822,Unf,564,1386,TA,Y,SBrkr,1411,0,1411,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1977.0,Fin,2,544,TA,TA,Y,192,0,0,0,0,4,WD,Family,82500,2797,2.0,0,822,0.5930735930735931,0.49553092599213444,0.3855421686746988,32,32,0,1,1,1,0,0,0,9877,35,6.0,2822,49
20,RL,80.0,9250,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,7,1954,2005,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,480,LwQ,108,1056,TA,Y,SBrkr,1056,0,1056,0,1,0,3,1,TA,6,Typ,0,,Attchd,1954.0,Unf,1,260,TA,TA,Y,390,0,0,0,0,7,WD,Normal,139400,2112,1.5,0,948,0.8977272727272727,0.5,0.24621212121212122,2,53,0,1,1,0,0,0,1,5280,35,4.5,1056,25
90,RL,64.0,6979,Reg,Lvl,Inside,Gtl,OldTown,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,GLQ,1056,Unf,0,1056,Gd,Y,SBrkr,1056,0,1056,2,0,0,0,2,TA,4,Typ,0,,Detchd,1980.0,Unf,2,576,TA,TA,Y,264,56,0,0,0,6,WD,Normal,144000,2112,2.0,56,1056,1.0,0.5,0.5454545454545454,30,30,0,1,1,0,0,1,0,6336,30,0.0,2112,36
190,RH,60.0,10896,Reg,Bnk,Inside,Gtl,SWISU,Feedr,2fmCon,2.5Fin,6,7,1914,1995,Hip,VinylSd,VinylSd,0.0,Fa,TA,CBlock,TA,Fa,No,LwQ,256,Unf,1184,1440,Ex,Y,FuseA,1440,1440,3395,0,2,0,8,2,Fa,14,Typ,0,,,1980.0,,0,0,,,N,0,110,0,0,0,3,WD,Abnorml,200000,4320,2.0,110,256,0.17777777777777778,0.3333333333333333,0.0,12,27,1,1,0,0,0,1,1,20370,42,16.0,0,36
30,RM,51.0,6120,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,2,3,1936,1950,Gable,AsbShng,AsbShng,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0,Unf,264,264,Fa,N,FuseA,800,0,800,0,1,0,1,1,Fa,4,Maj1,1,Po,,1980.0,,0,0,,,N,0,0,0,0,0,1,ConLw,Normal,60000,1064,1.0,0,0,0.0,0.24812030075187969,0.0,59,29,0,1,0,1,0,0,1,1600,6,1.0,0,4
190,RM,50.0,6000,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,811,811,TA,Y,FuseA,811,576,1387,0,2,0,3,2,Gd,7,Typ,0,,BuiltIn,1954.0,Unf,1,256,TA,TA,Y,0,0,0,0,0,11,WD,Normal,93000,2198,2.0,0,0,0.0,0.3689717925386715,0.18457101658255226,55,55,1,1,1,0,0,0,0,6935,20,6.0,1387,25
30,RL,67.0,8777,Reg,Lvl,Inside,Gtl,Edwards,Feedr,1Fam,1Story,5,7,1910,1950,Gable,MetalSd,Wd Sdng,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,796,796,Gd,Y,FuseA,796,0,796,0,1,0,2,1,TA,4,Typ,0,,,1980.0,,0,0,,,P,328,0,164,0,0,5,WD,Normal,85000,1592,1.0,164,0,0.0,0.5,0.0,58,28,0,1,0,0,0,1,1,3980,35,2.0,0,25
120,RL,53.0,3982,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,1154,Unf,366,1520,Ex,Y,SBrkr,1567,0,1567,1,2,0,1,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3,648,TA,TA,Y,312,0,0,0,0,10,New,Partial,264561,3087,3.0,0,1154,0.7592105263157894,0.49238743116294137,0.4135290363752393,0,0,0,1,1,1,0,0,0,12536,40,3.0,4701,64
120,RL,62.0,12677,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,MetalSd,MetalSd,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218,Unf,300,1518,Ex,Y,SBrkr,1518,0,1518,0,1,1,1,1,Ex,6,Typ,1,Gd,Attchd,2003.0,RFn,2,588,TA,TA,Y,185,140,0,0,0,4,WD,Normal,274000,3036,1.5,140,1218,0.8023715415019763,0.5,0.38735177865612647,4,5,0,1,1,1,0,1,1,12144,40,1.5,3036,64
60,FV,69.0,7050,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,738,Unf,319,1057,Ex,Y,SBrkr,1057,872,1929,1,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,Fin,2,650,TA,TA,Y,0,235,0,0,0,5,WD,Normal,226000,2986,3.5,235,738,0.6982024597918638,0.3539852645679839,0.336962156557802,6,6,1,1,1,1,0,1,0,13503,35,10.5,3858,49
80,RL,75.0,13860,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,8,7,1972,1995,Gable,Plywood,Wd Sdng,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1410,Unf,542,1952,Gd,Y,SBrkr,2000,704,2704,1,2,1,4,1,Ex,9,Typ,3,TA,Attchd,1972.0,Fin,2,538,TA,TA,Y,269,111,0,0,0,7,WD,Normal,345000,4656,3.5,111,1410,0.7223360655737705,0.41924398625429554,0.1989644970414201,14,37,1,1,1,1,0,1,1,21632,56,14.0,5408,64
60,RL,80.0,10793,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,2Story,5,5,1969,1969,Mansard,WdShing,HdBoard,263.0,TA,TA,CBlock,TA,TA,No,Rec,493,BLQ,0,780,Ex,Y,SBrkr,780,840,1620,0,2,1,4,1,TA,7,Min1,0,,Attchd,1969.0,Fin,2,462,TA,TA,Y,208,0,0,0,0,4,WD,Normal,152000,2400,2.5,0,780,1.0,0.325,0.2851851851851852,38,38,1,1,1,0,0,0,0,8100,25,10.0,3240,25
20,FV,85.0,9187,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,9,5,2009,2009,Gable,CemntBd,CmentBd,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121,Unf,645,1766,Ex,Y,SBrkr,1766,0,1766,1,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,2009.0,Fin,3,478,TA,TA,Y,195,130,0,0,0,10,New,Partial,370878,3532,3.5,130,1121,0.6347678369195923,0.5,0.2706681766704417,0,0,0,1,1,1,0,1,0,15894,45,7.0,5298,81
20,RL,69.0,10530,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,5,1971,1971,Hip,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,282,LwQ,664,981,TA,Y,SBrkr,981,0,981,1,1,1,3,1,TA,5,Typ,0,,Detchd,1979.0,Unf,2,576,TA,TA,Y,0,312,40,0,0,3,WD,Normal,143250,1962,2.5,352,317,0.32313965341488277,0.5,0.5871559633027523,36,28,0,1,1,0,0,1,0,5886,30,7.5,1962,36
20,RL,60.0,7200,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1950,1950,Hip,MetalSd,MetalSd,0.0,TA,TA,CBlock,,,,,0,,0,0,Gd,Y,SBrkr,1048,0,1048,0,1,0,3,1,TA,7,Min1,0,,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,27,0,0,0,7,WD,Normal,98300,1048,1.0,27,0,0.0,0.0,0.40076335877862596,58,58,0,0,1,0,0,1,0,5240,25,3.0,2096,25
20,RL,85.0,10452,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,6,5,1953,1953,Hip,Wd Sdng,Wd Sdng,216.0,TA,TA,CBlock,TA,TA,Mn,Rec,500,Unf,594,1094,Ex,Y,SBrkr,1094,0,1094,0,1,0,3,1,TA,5,Typ,2,Gd,Attchd,1953.0,RFn,2,495,TA,TA,Y,0,0,0,0,287,6,WD,Normal,155000,2188,1.0,287,500,0.4570383912248629,0.5,0.4524680073126143,55,55,0,1,1,1,0,1,0,6564,30,3.0,2188,36
60,RL,70.0,7700,Reg,Lvl,Inside,Gtl,NAmes,PosN,1Fam,2Story,6,5,1966,1966,Gable,MetalSd,MetalSd,351.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,756,756,TA,Y,SBrkr,1051,788,1839,0,1,1,4,1,TA,7,Typ,1,TA,Attchd,1966.0,Unf,2,442,TA,TA,Y,0,124,216,0,0,6,WD,Normal,155000,2595,1.5,340,0,0.0,0.29132947976878615,0.24034801522566612,44,44,1,1,1,1,0,1,0,11034,30,6.0,3678,36
180,RM,21.0,1936,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CemntBd,CmentBd,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,131,GLQ,0,630,Gd,Y,SBrkr,630,0,630,1,1,0,1,1,TA,3,Typ,0,,,1980.0,,0,0,,,Y,0,0,0,0,0,12,WD,Normal,84500,1260,2.0,0,630,1.0,0.5,0.0,37,27,0,1,0,0,0,0,0,2520,24,2.0,0,16
60,FV,65.0,8125,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,6,2007,2007,Gable,CemntBd,CmentBd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,813,813,Ex,Y,SBrkr,822,843,1665,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2007.0,RFn,2,562,TA,TA,Y,0,0,0,0,0,5,WD,Normal,205950,2478,2.5,0,0,0.0,0.3280871670702179,0.3375375375375375,1,1,1,1,1,0,0,0,0,11655,42,7.5,3330,49
70,RL,60.0,9084,Reg,Lvl,Inside,Gtl,Edwards,Artery,1Fam,2Story,4,5,1940,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0,Unf,755,755,TA,Y,SBrkr,755,755,1510,1,1,0,4,1,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1,296,Fa,Po,P,120,0,0,0,0,10,WD,Normal,108000,2265,2.0,0,0,0.0,0.3333333333333333,0.19602649006622516,59,69,1,1,1,1,0,0,1,6040,20,8.0,1510,16
60,RL,70.0,8750,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1996,1996,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,880,880,Ex,Y,SBrkr,909,807,1716,0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,1996.0,RFn,2,512,TA,TA,Y,0,120,0,0,0,7,WD,Normal,191000,2596,2.5,120,0,0.0,0.3389830508474576,0.29836829836829837,13,13,1,1,1,1,0,1,0,12012,35,5.0,3432,49
50,RM,60.0,10320,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,756,756,Ex,Y,SBrkr,756,713,1469,0,1,0,3,1,TA,7,Typ,0,,Detchd,1906.0,Unf,1,216,TA,TA,Y,57,0,239,0,0,6,WD,Normal,135000,2225,1.0,239,0,0.0,0.33977528089887643,0.14703880190605853,13,102,1,1,1,0,0,1,1,8814,42,3.0,1469,36
20,RL,91.0,10437,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1Story,8,6,1995,1995,Hip,MetalSd,MetalSd,660.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,1696,Unf,413,2109,Ex,Y,SBrkr,2113,0,2113,1,2,1,2,1,Gd,7,Typ,1,TA,Attchd,1995.0,Fin,3,839,TA,TA,Y,236,46,0,0,0,8,WD,Normal,350000,4222,3.5,46,1696,0.8041725936462779,0.49952629085741357,0.3970657832465689,13,13,0,1,1,1,0,1,0,16904,48,7.0,6339,64
160,RM,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,Gable,HdBoard,ImStucc,381.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,525,525,TA,Y,SBrkr,525,567,1092,0,1,1,3,1,TA,6,Typ,0,,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,3,WD,Family,88000,1617,1.5,0,0,0.0,0.3246753246753247,0.24175824175824176,39,39,1,1,1,0,0,0,0,6552,30,4.5,1092,36
20,RL,72.0,10007,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1959,2006,Gable,HdBoard,HdBoard,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,806,Unf,247,1053,Ex,Y,SBrkr,1053,0,1053,1,1,1,3,1,Gd,5,Typ,0,,Attchd,1959.0,RFn,1,312,TA,TA,Y,0,0,0,0,0,8,WD,Normal,145500,2106,2.5,0,806,0.7654320987654321,0.5,0.2962962962962963,2,49,0,1,1,0,0,0,1,5265,35,7.5,1053,25
70,RL,60.0,7200,Reg,HLS,Inside,Mod,Crawfor,Norm,1Fam,2Story,7,6,1931,2000,Gable,Stucco,Wd Shng,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0,Unf,776,776,TA,Y,SBrkr,851,651,1502,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1931.0,RFn,1,270,TA,TA,P,0,0,112,0,0,2,WD,Normal,149000,2278,1.5,112,0,0.0,0.34064969271290607,0.17976031957390146,8,77,1,1,1,1,0,1,1,10514,42,4.5,1502,49
50,RL,78.0,17503,Reg,Lvl,Inside,Gtl,NAmes,Artery,1Fam,1.5Fin,6,5,1948,1950,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,912,912,TA,Y,SBrkr,912,546,1458,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1948.0,Unf,1,330,TA,TA,Y,192,0,0,0,0,1,WD,Abnorml,97500,2370,1.5,0,0,0.0,0.3848101265822785,0.22633744855967078,60,62,1,1,1,1,0,0,1,8748,30,4.5,1458,36
